doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,李嗣源,pdf_01000000__01005005___45b85eecde__char__f516dfdda5,9,20,1.0,0.625,relations_aggregated
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,程敬思,pdf_01000000__01005005___45b85eecde__char__b25af6be5c,7,25,0.7778,0.7812,relations_aggregated
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,李克用,pdf_01000000__01005005___45b85eecde__char__06447e59c7,7,32,0.7778,1.0,relations_aggregated
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,二王娘,pdf_01000000__01005005___45b85eecde__char__d9adcbe137,7,13,0.7778,0.4062,relations_aggregated
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,大王娘,pdf_01000000__01005005___45b85eecde__char__f016b02d6d,5,7,0.5556,0.2188,relations_aggregated
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,龙套,pdf_01000000__01005005___45b85eecde__char__e6968cec1a,2,2,0.2222,0.0625,relations_aggregated
pdf_01000000__01005005___45b85eecde,沙陀国,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,众人,pdf_01000000__01005005___45b85eecde__char__1ebb95b5c9,1,1,0.1111,0.0312,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,窦娥,pdf_01000000__01005006___1bd930fcea__char__ece64c2982,11,46,1.0,1.0,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,蔡母,pdf_01000000__01005006___1bd930fcea__char__f50c02d7f7,7,25,0.6364,0.5435,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,钱惠命,pdf_01000000__01005006___1bd930fcea__char__ea527521fa,7,16,0.6364,0.3478,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,禁婆,pdf_01000000__01005006___1bd930fcea__char__5066eb0a12,6,27,0.5455,0.587,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,二刀斧手,pdf_01000000__01005006___1bd930fcea__char__1b662e29ad,6,12,0.5455,0.2609,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,旗牌,pdf_01000000__01005006___1bd930fcea__char__f977adea5d,4,9,0.3636,0.1957,relations_aggregated
pdf_01000000__01005006___1bd930fcea,六月雪,01000000,1000000,《戏考》,《戏考》（1000000）,01005006,六月雪,众人,pdf_01000000__01005006___1bd930fcea__char__88f0ee865b,1,1,0.0909,0.0217,relations_aggregated
pdf_01000000__01005009___5df172a065,孝感天,01000000,1000000,《戏考》,《戏考》（1000000）,01005009,孝感天,魏氏,pdf_01000000__01005009___5df172a065__char__faf7f07456,6,21,1.0,0.913,relations_aggregated
pdf_01000000__01005009___5df172a065,孝感天,01000000,1000000,《戏考》,《戏考》（1000000）,01005009,孝感天,共叔段,pdf_01000000__01005009___5df172a065__char__a6f3be951f,5,23,0.8333,1.0,relations_aggregated
pdf_01000000__01005009___5df172a065,孝感天,01000000,1000000,《戏考》,《戏考》（1000000）,01005009,孝感天,武姜,pdf_01000000__01005009___5df172a065__char__0d51cb8567,5,16,0.8333,0.6957,relations_aggregated
pdf_01000000__01005009___5df172a065,孝感天,01000000,1000000,《戏考》,《戏考》（1000000）,01005009,孝感天,龙套,pdf_01000000__01005009___5df172a065__char__258998f6a4,2,4,0.3333,0.1739,relations_aggregated
pdf_01000000__01005009___5df172a065,孝感天,01000000,1000000,《戏考》,《戏考》（1000000）,01005009,孝感天,二宫女,pdf_01000000__01005009___5df172a065__char__abe54ec91f,2,2,0.3333,0.087,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,王有道,pdf_01000000__01005010___9c2a4af4c4__char__6b55d1ef0f,21,131,1.0,0.8912,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,申嵩,pdf_01000000__01005010___9c2a4af4c4__char__f2ded23f34,15,62,0.7143,0.4218,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,孟月华,pdf_01000000__01005010___9c2a4af4c4__char__093c0e2e74,14,147,0.6667,1.0,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,孟德禄,pdf_01000000__01005010___9c2a4af4c4__char__43db383770,9,41,0.4286,0.2789,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,孟明时,pdf_01000000__01005010___9c2a4af4c4__char__ea8a072768,8,42,0.381,0.2857,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,柳生春,pdf_01000000__01005010___9c2a4af4c4__char__bfdd568ddf,8,38,0.381,0.2585,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,孟夫人,pdf_01000000__01005010___9c2a4af4c4__char__0104a3054d,7,41,0.3333,0.2789,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,二进士,pdf_01000000__01005010___9c2a4af4c4__char__caf80067fa,6,18,0.2857,0.1224,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,王淑英,pdf_01000000__01005010___9c2a4af4c4__char__7c8b4fd422,5,82,0.2381,0.5578,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,堂役,pdf_01000000__01005010___9c2a4af4c4__char__2c17314d32,5,16,0.2381,0.1088,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,家院,pdf_01000000__01005010___9c2a4af4c4__char__bfbe0eb59f,3,8,0.1429,0.0544,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,四房官,pdf_01000000__01005010___9c2a4af4c4__char__9f5b106e04,3,7,0.1429,0.0476,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,衙役,pdf_01000000__01005010___9c2a4af4c4__char__bd95caad9f,3,4,0.1429,0.0272,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,报子,pdf_01000000__01005010___9c2a4af4c4__char__68ee17fc0d,2,10,0.0952,0.068,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,二堂役,pdf_01000000__01005010___9c2a4af4c4__char__84b6e4c13d,2,6,0.0952,0.0408,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,龙套,pdf_01000000__01005010___9c2a4af4c4__char__67a8d38aff,2,2,0.0952,0.0136,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,进士甲,pdf_01000000__01005010___9c2a4af4c4__char__c6a25b69fe,2,2,0.0952,0.0136,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,功曹,pdf_01000000__01005010___9c2a4af4c4__char__f4964b7828,1,2,0.0476,0.0136,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,朱衣神,pdf_01000000__01005010___9c2a4af4c4__char__b4ea589927,1,2,0.0476,0.0136,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,奉茶,pdf_01000000__01005010___9c2a4af4c4__char__1857753bfc,1,1,0.0476,0.0068,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,审嵩,pdf_01000000__01005010___9c2a4af4c4__char__efa1b68a30,1,1,0.0476,0.0068,relations_aggregated
pdf_01000000__01005010___9c2a4af4c4,御碑亭,01000000,1000000,《戏考》,《戏考》（1000000）,01005010,御碑亭,众人,pdf_01000000__01005010___9c2a4af4c4__char__0412e22f98,1,1,0.0476,0.0068,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,诸葛亮,pdf_01000000__01005011___ce48065512__char__3630d553f6,26,66,1.0,0.5,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,刘备,pdf_01000000__01005011___ce48065512__char__d094123d43,21,127,0.8077,0.9621,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,孙尚香,pdf_01000000__01005011___ce48065512__char__a6db6ffa1c,20,132,0.7692,1.0,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,周瑜,pdf_01000000__01005011___ce48065512__char__16b311e0b6,20,62,0.7692,0.4697,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,徐盛,pdf_01000000__01005011___ce48065512__char__3cc17a3dd0,16,60,0.6154,0.4545,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,赵云,pdf_01000000__01005011___ce48065512__char__539a8f3d2a,15,82,0.5769,0.6212,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,陈武,pdf_01000000__01005011___ce48065512__char__12977c3274,14,33,0.5385,0.25,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,丁奉,pdf_01000000__01005011___ce48065512__char__99a16e2653,12,27,0.4615,0.2045,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,潘璋,pdf_01000000__01005011___ce48065512__char__98209296be,10,25,0.3846,0.1894,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,蒋钦,pdf_01000000__01005011___ce48065512__char__2b9dcd6a5f,10,20,0.3846,0.1515,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,张飞,pdf_01000000__01005011___ce48065512__char__d2c4b240f0,8,52,0.3077,0.3939,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,龙套,pdf_01000000__01005011___ce48065512__char__57ac0a895d,7,18,0.2692,0.1364,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,甘宁,pdf_01000000__01005011___ce48065512__char__40576cab11,7,9,0.2692,0.0682,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,周泰,pdf_01000000__01005011___ce48065512__char__2f818c772a,5,5,0.1923,0.0379,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,侍儿,pdf_01000000__01005011___ce48065512__char__765851fa1e,4,19,0.1538,0.1439,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,马忠,pdf_01000000__01005011___ce48065512__char__40f261969e,4,4,0.1538,0.0303,relations_aggregated
pdf_01000000__01005011___ce48065512,回荆州,01000000,1000000,《戏考》,《戏考》（1000000）,01005011,回荆州,众将,pdf_01000000__01005011___ce48065512__char__fb771ca973,1,1,0.0385,0.0076,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,崔杼,pdf_01000000__01005012___3a15b05878__char__0fd66493c8,10,57,1.0,1.0,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,齐王,pdf_01000000__01005012___3a15b05878__char__b7d8f33666,10,51,1.0,0.8947,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,太监,pdf_01000000__01005012___3a15b05878__char__20b74380ff,7,24,0.7,0.4211,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,棠姜,pdf_01000000__01005012___3a15b05878__char__0cb0a943f9,6,33,0.6,0.5789,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,大夫,pdf_01000000__01005012___3a15b05878__char__87fe33e510,6,29,0.6,0.5088,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,家院,pdf_01000000__01005012___3a15b05878__char__34d037d401,6,12,0.6,0.2105,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,龙套,pdf_01000000__01005012___3a15b05878__char__e56b9b5b6b,3,4,0.3,0.0702,relations_aggregated
pdf_01000000__01005012___3a15b05878,海潮珠,01000000,1000000,《戏考》,《戏考》（1000000）,01005012,海潮珠,龙套甲,pdf_01000000__01005012___3a15b05878__char__3e03af050e,2,2,0.2,0.0351,relations_aggregated
